Year,region,state,group,method,deaths,group_percent
2008,South,Kentucky,Veteran Method,Other and low-count methods,16,14
2008,South,Louisiana,Veteran Method,Suffocation,22,22.7
2008,South,Louisiana,Veteran Method,Firearms,65,67
2008,South,Louisiana,Veteran Method,Other and low-count methods,10,10.3
2008,South,Maryland,Veteran Method,Suffocation,16,17.4
2008,South,Maryland,Veteran Method,Firearms,62,67.4
2008,South,Maryland,Veteran Method,Other and low-count methods,14,15.2
2008,South,Mississippi,Veteran Method,Firearms,65,79.3
2008,South,Mississippi,Veteran Method,Other and low-count methods,17,20.7
2008,South,North Carolina,Veteran Method,Poisoning,31,15.3
2008,South,North Carolina,Veteran Method,Firearms,148,72.9
2008,South,North Carolina,Veteran Method,Other and low-count methods,24,11.8
2008,South,Oklahoma,Veteran Method,Suffocation,19,16
2008,South,Oklahoma,Veteran Method,Firearms,83,69.7
2008,South,Oklahoma,Veteran Method,Other and low-count methods,17,14.3
2008,South,South Carolina,Veteran Method,Suffocation,14,13.3
2008,South,South Carolina,Veteran Method,Firearms,79,75.2
2008,South,South Carolina,Veteran Method,Other and low-count methods,12,11.4
2008,South,Tennessee,Veteran Method,Suffocation,25,15.3
2008,South,Tennessee,Veteran Method,Firearms,114,69.9
2008,South,Tennessee,Veteran Method,Other and low-count methods,24,14.7
2008,South,Texas,Veteran Method,Suffocation,60,13.4
2008,South,Texas,Veteran Method,Poisoning,34,7.6
2008,South,Texas,Veteran Method,Firearms,325,72.5
2008,South,Texas,Veteran Method,Other suicide,29,6.5
2008,South,Virginia,Veteran Method,Suffocation,26,15
2008,South,Virginia,Veteran Method,Poisoning,18,10.4
2008,South,Virginia,Veteran Method,Firearms,117,67.6
2008,South,Virginia,Veteran Method,Other suicide,12,6.9
2008,South,West Virginia,Veteran Method,Firearms,32,68.1
2008,South,West Virginia,Veteran Method,Other and low-count methods,15,31.9
2008,West,All,Veteran Method,Suffocation,273,16
2008,West,All,Veteran Method,Poisoning,262,15.4
2008,West,All,Veteran Method,Firearms,"1,081",63.4
2008,West,All,Veteran Method,Other suicide,88,5.2
2008,West,Alaska,Veteran Method,Other and low-count methods,20,100
2008,West,Arizona,Veteran Method,Poisoning,29,15.1
2008,West,Arizona,Veteran Method,Firearms,139,72.4
2008,West,Arizona,Veteran Method,Other and low-count methods,24,12.5
2008,West,California,Veteran Method,Suffocation,118,19.2
2008,West,California,Veteran Method,Poisoning,94,15.3
2008,West,California,Veteran Method,Firearms,355,57.8
2008,West,California,Veteran Method,Other suicide,47,7.7
2008,West,Colorado,Veteran Method,Poisoning,32,18.6
2008,West,Colorado,Veteran Method,Firearms,111,64.5
2008,West,Colorado,Veteran Method,Other and low-count methods,29,16.9
2008,West,Hawaii,Veteran Method,Other and low-count methods,19,100
2008,West,Idaho,Veteran Method,Firearms,36,61
2008,West,Idaho,Veteran Method,Other and low-count methods,23,39
2008,West,Montana,Veteran Method,Firearms,36,73.5
2008,West,Montana,Veteran Method,Other and low-count methods,13,26.5
2008,West,Nevada,Veteran Method,Poisoning,25,18.9
2008,West,Nevada,Veteran Method,Firearms,83,62.9
2008,West,Nevada,Veteran Method,Other and low-count methods,24,18.2
2008,West,New Mexico,Veteran Method,Firearms,40,64.5
2008,West,New Mexico,Veteran Method,Other and low-count methods,22,35.5
2008,West,Oregon,Veteran Method,Suffocation,20,16.1
2008,West,Oregon,Veteran Method,Firearms,87,70.2
2008,West,Oregon,Veteran Method,Other and low-count methods,17,13.7
2008,West,Utah,Veteran Method,Firearms,32,62.7
2008,West,Utah,Veteran Method,Other and low-count methods,19,37.3
2008,West,Washington,Veteran Method,Suffocation,24,13.4
2008,West,Washington,Veteran Method,Poisoning,29,16.2
2008,West,Washington,Veteran Method,Firearms,115,64.2
2008,West,Washington,Veteran Method,Other suicide,11,6.1
2008,West,Wyoming,Veteran Method,Other and low-count methods,31,100
2008,Northeast,All,General Adult Population Method,Suffocation,"1,523",31.5
2008,Northeast,All,General Adult Population Method,Poisoning,916,18.9
2008,Northeast,All,General Adult Population Method,Firearms,"1,826",37.8
2008,Northeast,All,General Adult Population Method,Other suicide,572,11.8
2008,Northeast,Connecticut,General Adult Population Method,Suffocation,108,35.4
2008,Northeast,Connecticut,General Adult Population Method,Poisoning,55,18
2008,Northeast,Connecticut,General Adult Population Method,Firearms,109,35.7
2008,Northeast,Connecticut,General Adult Population Method,Other suicide,33,10.8
2008,Northeast,Maine,General Adult Population Method,Suffocation,32,18
2008,Northeast,Maine,General Adult Population Method,Poisoning,31,17.4
2008,Northeast,Maine,General Adult Population Method,Firearms,101,56.7
2008,Northeast,Maine,General Adult Population Method,Other suicide,14,7.9
2008,Northeast,Massachusetts,General Adult Population Method,Suffocation,217,43.8
2008,Northeast,Massachusetts,General Adult Population Method,Poisoning,105,21.2
2008,Northeast,Massachusetts,General Adult Population Method,Firearms,115,23.2
2008,Northeast,Massachusetts,General Adult Population Method,Other suicide,58,11.7
2008,Northeast,New Hampshire,General Adult Population Method,Suffocation,33,19
2008,Northeast,New Hampshire,General Adult Population Method,Poisoning,43,24.7
2008,Northeast,New Hampshire,General Adult Population Method,Firearms,85,48.9
2008,Northeast,New Hampshire,General Adult Population Method,Other suicide,13,7.5
2008,Northeast,New Jersey,General Adult Population Method,Suffocation,243,40.4
2008,Northeast,New Jersey,General Adult Population Method,Poisoning,92,15.3
2008,Northeast,New Jersey,General Adult Population Method,Firearms,172,28.6
2008,Northeast,New Jersey,General Adult Population Method,Other suicide,94,15.6
2008,Northeast,New York,General Adult Population Method,Suffocation,444,32.2
2008,Northeast,New York,General Adult Population Method,Poisoning,279,20.2
2008,Northeast,New York,General Adult Population Method,Firearms,419,30.4
2008,Northeast,New York,General Adult Population Method,Other suicide,236,17.1
2008,Northeast,Pennsylvania,General Adult Population Method,Suffocation,381,25.3
2008,Northeast,Pennsylvania,General Adult Population Method,Poisoning,261,17.3
2008,Northeast,Pennsylvania,General Adult Population Method,Firearms,761,50.5
2008,Northeast,Pennsylvania,General Adult Population Method,Other suicide,105,7
2008,Northeast,Rhode Island,General Adult Population Method,Suffocation,40,37.4
2008,Northeast,Rhode Island,General Adult Population Method,Poisoning,32,29.9
2008,Northeast,Rhode Island,General Adult Population Method,Firearms,22,20.6
2008,Northeast,Rhode Island,General Adult Population Method,Other suicide,13,12.1
2008,Northeast,Vermont,General Adult Population Method,Suffocation,25,27.5
2008,Northeast,Vermont,General Adult Population Method,Firearms,42,46.2
2008,Northeast,Vermont,General Adult Population Method,Other and low-count methods,24,26.4
2008,Midwest,All,General Adult Population Method,Suffocation,"1,845",24.4
2008,Midwest,All,General Adult Population Method,Poisoning,"1,449",19.2
2008,Midwest,All,General Adult Population Method,Firearms,"3,696",48.9
2008,Midwest,All,General Adult Population Method,Other suicide,574,7.6
2008,Midwest,Illinois,General Adult Population Method,Suffocation,354,30.5
2008,Midwest,Illinois,General Adult Population Method,Poisoning,237,20.4
2008,Midwest,Illinois,General Adult Population Method,Firearms,427,36.8
2008,Midwest,Illinois,General Adult Population Method,Other suicide,141,12.2
2008,Midwest,Indiana,General Adult Population Method,Suffocation,165,21.2
2008,Midwest,Indiana,General Adult Population Method,Poisoning,132,17
2008,Midwest,Indiana,General Adult Population Method,Firearms,439,56.5
2008,Midwest,Indiana,General Adult Population Method,Other suicide,41,5.3
2008,Midwest,Iowa,General Adult Population Method,Suffocation,77,20.8
2008,Midwest,Iowa,General Adult Population Method,Poisoning,88,23.8
2008,Midwest,Iowa,General Adult Population Method,Firearms,174,47
2008,Midwest,Iowa,General Adult Population Method,Other suicide,31,8.4
2008,Midwest,Kansas,General Adult Population Method,Suffocation,83,25.4
2008,Midwest,Kansas,General Adult Population Method,Poisoning,40,12.2
2008,Midwest,Kansas,General Adult Population Method,Firearms,184,56.3
2008,Midwest,Kansas,General Adult Population Method,Other suicide,20,6.1
2008,Midwest,Michigan,General Adult Population Method,Suffocation,275,24.1
2008,Midwest,Michigan,General Adult Population Method,Poisoning,225,19.7
2008,Midwest,Michigan,General Adult Population Method,Firearms,559,49
2008,Midwest,Michigan,General Adult Population Method,Other suicide,82,7.2
2008,Midwest,Minnesota,General Adult Population Method,Suffocation,133,23
2008,Midwest,Minnesota,General Adult Population Method,Poisoning,117,20.2
2008,Midwest,Minnesota,General Adult Population Method,Firearms,283,49
2008,Midwest,Minnesota,General Adult Population Method,Other suicide,45,7.8
2008,Midwest,Missouri,General Adult Population Method,Suffocation,170,22.5
2008,Midwest,Missouri,General Adult Population Method,Poisoning,125,16.6
2008,Midwest,Missouri,General Adult Population Method,Firearms,413,54.7
2008,Midwest,Missouri,General Adult Population Method,Other suicide,47,6.2
2008,Midwest,Nebraska,General Adult Population Method,Suffocation,48,26.7
2008,Midwest,Nebraska,General Adult Population Method,Poisoning,29,16.1
2008,Midwest,Nebraska,General Adult Population Method,Firearms,93,51.7
2008,Midwest,Nebraska,General Adult Population Method,Other suicide,10,5.6
2008,Midwest,North Dakota,General Adult Population Method,Suffocation,18,21.7
2008,Midwest,North Dakota,General Adult Population Method,Firearms,54,65.1
2008,Midwest,North Dakota,General Adult Population Method,Other and low-count methods,11,13.3
2008,Midwest,Ohio,General Adult Population Method,Suffocation,327,24.2
2008,Midwest,Ohio,General Adult Population Method,Poisoning,269,19.9
2008,Midwest,Ohio,General Adult Population Method,Firearms,667,49.4
2008,Midwest,Ohio,General Adult Population Method,Other suicide,88,6.5
2008,Midwest,South Dakota,General Adult Population Method,Suffocation,27,23.9
2008,Midwest,South Dakota,General Adult Population Method,Firearms,63,55.8
2008,Midwest,South Dakota,General Adult Population Method,Other and low-count methods,23,20.4
2008,Midwest,Wisconsin,General Adult Population Method,Suffocation,168,23
2008,Midwest,Wisconsin,General Adult Population Method,Poisoning,159,21.8
2008,Midwest,Wisconsin,General Adult Population Method,Firearms,340,46.6
2008,Midwest,Wisconsin,General Adult Population Method,Other suicide,63,8.6
2008,South,All,General Adult Population Method,Suffocation,"2,604",19
2008,South,All,General Adult Population Method,Poisoning,"2,163",15.8
2008,South,All,General Adult Population Method,Firearms,"8,086",59.1
2008,South,All,General Adult Population Method,Other suicide,828,6.1
2008,South,Alabama,General Adult Population Method,Suffocation,81,13.6
2008,South,Alabama,General Adult Population Method,Poisoning,60,10.1
2008,South,Alabama,General Adult Population Method,Firearms,421,70.6
2008,South,Alabama,General Adult Population Method,Other suicide,34,5.7
2008,South,Arkansas,General Adult Population Method,Suffocation,76,17.4
2008,South,Arkansas,General Adult Population Method,Poisoning,75,17.2
2008,South,Arkansas,General Adult Population Method,Firearms,269,61.6
2008,South,Arkansas,General Adult Population Method,Other suicide,17,3.9
2008,South,Delaware,General Adult Population Method,Suffocation,35,32.4
2008,South,Delaware,General Adult Population Method,Poisoning,18,16.7
2008,South,Delaware,General Adult Population Method,Firearms,40,37
2008,South,Delaware,General Adult Population Method,Other suicide,15,13.9
2008,South,District of Columbia,General Adult Population Method,Suffocation,13,31
2008,South,District of Columbia,General Adult Population Method,Firearms,12,28.6
2008,South,District of Columbia,General Adult Population Method,Other and low-count methods,17,40.5
2008,South,Florida,General Adult Population Method,Suffocation,522,19.3
2008,South,Florida,General Adult Population Method,Poisoning,585,21.7
2008,South,Florida,General Adult Population Method,Firearms,"1,382",51.2
2008,South,Florida,General Adult Population Method,Other suicide,212,7.8
2008,South,Georgia,General Adult Population Method,Suffocation,162,16.9
2008,South,Georgia,General Adult Population Method,Poisoning,144,15
2008,South,Georgia,General Adult Population Method,Firearms,604,63
2008,South,Georgia,General Adult Population Method,Other suicide,48,5
2008,South,Kentucky,General Adult Population Method,Suffocation,104,17.6
2008,South,Kentucky,General Adult Population Method,Poisoning,81,13.7
2008,South,Kentucky,General Adult Population Method,Firearms,382,64.6
2008,South,Kentucky,General Adult Population Method,Other suicide,24,4.1
2008,South,Louisiana,General Adult Population Method,Suffocation,102,19.7
2008,South,Louisiana,General Adult Population Method,Poisoning,42,8.1
2008,South,Louisiana,General Adult Population Method,Firearms,346,66.9
2008,South,Louisiana,General Adult Population Method,Other suicide,27,5.2
2008,South,Maryland,General Adult Population Method,Suffocation,116,23.5
2008,South,Maryland,General Adult Population Method,Poisoning,64,13
2008,South,Maryland,General Adult Population Method,Firearms,260,52.6
2008,South,Maryland,General Adult Population Method,Other suicide,54,10.9
2008,South,Mississippi,General Adult Population Method,Suffocation,65,16.5
2008,South,Mississippi,General Adult Population Method,Poisoning,40,10.1
2008,South,Mississippi,General Adult Population Method,Firearms,277,70.1
2008,South,Mississippi,General Adult Population Method,Other suicide,13,3.3
2008,South,North Carolina,General Adult Population Method,Suffocation,208,18.3
2008,South,North Carolina,General Adult Population Method,Poisoning,211,18.5
2008,South,North Carolina,General Adult Population Method,Firearms,659,57.9
2008,South,North Carolina,General Adult Population Method,Other suicide,61,5.4
2008,South,Oklahoma,General Adult Population Method,Suffocation,115,20.6
2008,South,Oklahoma,General Adult Population Method,Poisoning,84,15.1
2008,South,Oklahoma,General Adult Population Method,Firearms,338,60.7
2008,South,Oklahoma,General Adult Population Method,Other suicide,20,3.6
2008,South,South Carolina,General Adult Population Method,Suffocation,95,17.3
2008,South,South Carolina,General Adult Population Method,Poisoning,91,16.6
2008,South,South Carolina,General Adult Population Method,Firearms,338,61.7
2008,South,South Carolina,General Adult Population Method,Other suicide,24,4.4
2008,South,Tennessee,General Adult Population Method,Suffocation,172,18.1
2008,South,Tennessee,General Adult Population Method,Poisoning,133,14
2008,South,Tennessee,General Adult Population Method,Firearms,596,62.8
2008,South,Tennessee,General Adult Population Method,Other suicide,48,5.1
2008,South,Texas,General Adult Population Method,Suffocation,528,21.3
2008,South,Texas,General Adult Population Method,Poisoning,323,13
2008,South,Texas,General Adult Population Method,Firearms,"1,483",59.9
2008,South,Texas,General Adult Population Method,Other suicide,142,5.7
2008,South,Virginia,General Adult Population Method,Suffocation,174,19
2008,South,Virginia,General Adult Population Method,Poisoning,165,18
2008,South,Virginia,General Adult Population Method,Firearms,510,55.7
2008,South,Virginia,General Adult Population Method,Other suicide,66,7.2
2008,South,West Virginia,General Adult Population Method,Suffocation,36,14
2008,South,West Virginia,General Adult Population Method,Poisoning,38,14.7
2008,South,West Virginia,General Adult Population Method,Firearms,169,65.5
2008,South,West Virginia,General Adult Population Method,Other suicide,15,5.8
2008,West,All,General Adult Population Method,Suffocation,"2,086",23.3
2008,West,All,General Adult Population Method,Poisoning,"1,858",20.7
2008,West,All,General Adult Population Method,Firearms,"4,254",47.5
2008,West,All,General Adult Population Method,Other suicide,765,8.5
2008,West,Alaska,General Adult Population Method,Suffocation,27,17.3
2008,West,Alaska,General Adult Population Method,Firearms,110,70.5
2008,West,Alaska,General Adult Population Method,Other and low-count methods,19,12.2
2008,West,Arizona,General Adult Population Method,Suffocation,171,18.2
2008,West,Arizona,General Adult Population Method,Poisoning,189,20.1
2008,West,Arizona,General Adult Population Method,Firearms,526,56
2008,West,Arizona,General Adult Population Method,Other suicide,53,5.6
2008,West,California,General Adult Population Method,Suffocation,"1,026",27.8
2008,West,California,General Adult Population Method,Poisoning,783,21.2
2008,West,California,General Adult Population Method,Firearms,"1,452",39.3
2008,West,California,General Adult Population Method,Other suicide,434,11.7
2008,West,Colorado,General Adult Population Method,Suffocation,176,22.6
2008,West,Colorado,General Adult Population Method,Poisoning,191,24.5
2008,West,Colorado,General Adult Population Method,Firearms,380,48.8
2008,West,Colorado,General Adult Population Method,Other suicide,32,4.1
2008,West,Hawaii,General Adult Population Method,Suffocation,60,46.2
2008,West,Hawaii,General Adult Population Method,Poisoning,17,13.1
2008,West,Hawaii,General Adult Population Method,Firearms,28,21.5
2008,West,Hawaii,General Adult Population Method,Other suicide,25,19.2
2008,West,Idaho,General Adult Population Method,Suffocation,38,16
2008,West,Idaho,General Adult Population Method,Poisoning,49,20.6
2008,West,Idaho,General Adult Population Method,Firearms,139,58.4
2008,West,Idaho,General Adult Population Method,Other suicide,12,5
2008,West,Montana,General Adult Population Method,Poisoning,36,18.5
2008,West,Montana,General Adult Population Method,Firearms,127,65.1
2008,West,Montana,General Adult Population Method,Other and low-count methods,32,16.4
2008,West,Nevada,General Adult Population Method,Suffocation,100,19.2
2008,West,Nevada,General Adult Population Method,Poisoning,103,19.7
2008,West,Nevada,General Adult Population Method,Firearms,289,55.4
2008,West,Nevada,General Adult Population Method,Other suicide,30,5.7
2008,West,New Mexico,General Adult Population Method,Suffocation,94,24
2008,West,New Mexico,General Adult Population Method,Poisoning,93,23.8
2008,West,New Mexico,General Adult Population Method,Firearms,185,47.3
2008,West,New Mexico,General Adult Population Method,Other suicide,19,4.9
2008,West,Oregon,General Adult Population Method,Suffocation,109,19.6
2008,West,Oregon,General Adult Population Method,Poisoning,90,16.2
2008,West,Oregon,General Adult Population Method,Firearms,313,56.3
2008,West,Oregon,General Adult Population Method,Other suicide,44,7.9
2008,West,Utah,General Adult Population Method,Suffocation,72,19.3
2008,West,Utah,General Adult Population Method,Poisoning,87,23.3
2008,West,Utah,General Adult Population Method,Firearms,190,50.8
2008,West,Utah,General Adult Population Method,Other suicide,25,6.7
2008,West,Washington,General Adult Population Method,Suffocation,173,19.9
2008,West,Washington,General Adult Population Method,Poisoning,191,22
2008,West,Washington,General Adult Population Method,Firearms,429,49.4
2008,West,Washington,General Adult Population Method,Other suicide,76,8.7
2008,West,Wyoming,General Adult Population Method,Suffocation,17,14.3
2008,West,Wyoming,General Adult Population Method,Firearms,86,72.3
2008,West,Wyoming,General Adult Population Method,Other and low-count methods,16,13.4
2009, ,Total U.S.,Veteran Method,Suffocation,947,14.7
2009, ,Total U.S.,Veteran Method,Poisoning,813,12.6
2009, ,Total U.S.,Veteran Method,Firearms,"4,335",67.2
2009, ,Total U.S.,Veteran Method,Other suicide,360,5.6
2009,Northeast,All,Veteran Method,Suffocation,150,19.6
2009,Northeast,All,Veteran Method,Poisoning,101,13.2
2009,Northeast,All,Veteran Method,Firearms,444,58.1
2009,Northeast,All,Veteran Method,Other suicide,69,9
2009,Northeast,Connecticut,Veteran Method,Suffocation,11,27.5
2009,Northeast,Connecticut,Veteran Method,Firearms,17,42.5
2009,Northeast,Connecticut,Veteran Method,Other and low-count methods,12,30
2009,Northeast,Maine,Veteran Method,Other and low-count methods,40,100
2009,Northeast,Massachusetts,Veteran Method,Suffocation,32,39.5
2009,Northeast,Massachusetts,Veteran Method,Firearms,27,33.3
2009,Northeast,Massachusetts,Veteran Method,Other and low-count methods,22,27.2
2009,Northeast,New Hampshire,Veteran Method,Firearms,18,60
2009,Northeast,New Hampshire,Veteran Method,Other and low-count methods,12,40
2009,Northeast,New Jersey,Veteran Method,Suffocation,15,20.8
2009,Northeast,New Jersey,Veteran Method,Firearms,43,59.7
2009,Northeast,New Jersey,Veteran Method,Other and low-count methods,14,19.4
2009,Northeast,New York,Veteran Method,Suffocation,41,21
2009,Northeast,New York,Veteran Method,Poisoning,34,17.4
2009,Northeast,New York,Veteran Method,Firearms,96,49.2
2009,Northeast,New York,Veteran Method,Other suicide,24,12.3
2009,Northeast,Pennsylvania,Veteran Method,Suffocation,37,13.4
2009,Northeast,Pennsylvania,Veteran Method,Poisoning,24,8.7
2009,Northeast,Pennsylvania,Veteran Method,Firearms,191,69
2009,Northeast,Pennsylvania,Veteran Method,Other suicide,25,9
2009,Northeast,Rhode Island,Veteran Method,Other and low-count methods,17,100
2009,Northeast,Vermont,Veteran Method,Other and low-count methods,12,100
2009,Midwest,All,Veteran Method,Suffocation,224,16.6
2009,Midwest,All,Veteran Method,Poisoning,178,13.2
2009,Midwest,All,Veteran Method,Firearms,877,65.1
2009,Midwest,All,Veteran Method,Other suicide,68,5
2009,Midwest,Illinois,Veteran Method,Suffocation,37,21.3
2009,Midwest,Illinois,Veteran Method,Poisoning,20,11.5
2009,Midwest,Illinois,Veteran Method,Firearms,107,61.5
2009,Midwest,Illinois,Veteran Method,Other suicide,10,5.7
2009,Midwest,Indiana,Veteran Method,Suffocation,22,16.3
2009,Midwest,Indiana,Veteran Method,Firearms,87,64.4
2009,Midwest,Indiana,Veteran Method,Other and low-count methods,26,19.3
2009,Midwest,Iowa,Veteran Method,Poisoning,14,19.2
2009,Midwest,Iowa,Veteran Method,Firearms,42,57.5
2009,Midwest,Iowa,Veteran Method,Other and low-count methods,17,23.3
2009,Midwest,Kansas,Veteran Method,Suffocation,18,25
2009,Midwest,Kansas,Veteran Method,Firearms,42,58.3
2009,Midwest,Kansas,Veteran Method,Other and low-count methods,12,16.7
2009,Midwest,Michigan,Veteran Method,Suffocation,25,11.8
2009,Midwest,Michigan,Veteran Method,Poisoning,31,14.7
2009,Midwest,Michigan,Veteran Method,Firearms,143,67.8
2009,Midwest,Michigan,Veteran Method,Other suicide,12,5.7
2009,Midwest,Minnesota,Veteran Method,Suffocation,17,17.7
2009,Midwest,Minnesota,Veteran Method,Firearms,63,65.6
2009,Midwest,Minnesota,Veteran Method,Other and low-count methods,16,16.7
2009,Midwest,Missouri,Veteran Method,Poisoning,25,15
2009,Midwest,Missouri,Veteran Method,Firearms,114,68.3
2009,Midwest,Missouri,Veteran Method,Other and low-count methods,28,16.8
2009,Midwest,Nebraska,Veteran Method,Other and low-count methods,43,100
2009,Midwest,North Dakota,Veteran Method,Other and low-count methods,11,100
2009,Midwest,Ohio,Veteran Method,Suffocation,33,16
2009,Midwest,Ohio,Veteran Method,Poisoning,27,13.1
2009,Midwest,Ohio,Veteran Method,Firearms,135,65.5
2009,Midwest,Ohio,Veteran Method,Other suicide,11,5.3
2009,Midwest,South Dakota,Veteran Method,Firearms,15,53.6
2009,Midwest,South Dakota,Veteran Method,Other and low-count methods,13,46.4
2009,Midwest,Wisconsin,Veteran Method,Suffocation,24,18.3
2009,Midwest,Wisconsin,Veteran Method,Firearms,84,64.1
2009,Midwest,Wisconsin,Veteran Method,Other and low-count methods,23,17.6
2009,South,All,Veteran Method,Suffocation,333,12.7
2009,South,All,Veteran Method,Poisoning,294,11.2
2009,South,All,Veteran Method,Firearms,"1,873",71.5
2009,South,All,Veteran Method,Other suicide,121,4.6
2009,South,Alabama,Veteran Method,Firearms,123,80.9
2009,South,Alabama,Veteran Method,Other suicide,12,7.9
2009,South,Alabama,Veteran Method,Other and low-count methods,17,11.2
2009,South,Arkansas,Veteran Method,Firearms,58,75.3
2009,South,Arkansas,Veteran Method,Other and low-count methods,19,24.7
2009,South,Delaware,Veteran Method,Other and low-count methods,13,100
2009,South,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2009,South,Florida,Veteran Method,Suffocation,67,12.2
2009,South,Florida,Veteran Method,Poisoning,73,13.3
2009,South,Florida,Veteran Method,Firearms,377,68.5
2009,South,Florida,Veteran Method,Other suicide,33,6
2009,South,Georgia,Veteran Method,Suffocation,25,12
2009,South,Georgia,Veteran Method,Firearms,165,78.9
2009,South,Georgia,Veteran Method,Other and low-count methods,19,9.1
2009,South,Kentucky,Veteran Method,Suffocation,10,9.9
2009,South,Kentucky,Veteran Method,Firearms,81,80.2
2009,South,Kentucky,Veteran Method,Other and low-count methods,10,9.9
2009,South,Louisiana,Veteran Method,Firearms,72,80
2009,South,Louisiana,Veteran Method,Other and low-count methods,18,20
2009,South,Maryland,Veteran Method,Suffocation,17,20.2
2009,South,Maryland,Veteran Method,Firearms,54,64.3
2009,South,Maryland,Veteran Method,Other and low-count methods,13,15.5
2009,South,Mississippi,Veteran Method,Firearms,60,81.1
2009,South,Mississippi,Veteran Method,Other and low-count methods,14,18.9
2009,South,North Carolina,Veteran Method,Suffocation,29,16.3
2009,South,North Carolina,Veteran Method,Firearms,118,66.3
2009,South,North Carolina,Veteran Method,Other and low-count methods,31,17.4
2009,South,Oklahoma,Veteran Method,Poisoning,13,12.5
2009,South,Oklahoma,Veteran Method,Firearms,76,73.1
2009,South,Oklahoma,Veteran Method,Other and low-count methods,15,14.4
2009,South,South Carolina,Veteran Method,Poisoning,17,13.8
2009,South,South Carolina,Veteran Method,Firearms,85,69.1
2009,South,South Carolina,Veteran Method,Other and low-count methods,21,17.1
2009,South,Tennessee,Veteran Method,Poisoning,25,14.3
2009,South,Tennessee,Veteran Method,Firearms,122,69.7
2009,South,Tennessee,Veteran Method,Other and low-count methods,28,16
2009,South,Texas,Veteran Method,Suffocation,73,16
2009,South,Texas,Veteran Method,Poisoning,59,12.9
2009,South,Texas,Veteran Method,Firearms,306,67.1
2009,South,Texas,Veteran Method,Other suicide,18,3.9
2009,South,Virginia,Veteran Method,Suffocation,21,11.6
2009,South,Virginia,Veteran Method,Poisoning,21,11.6
2009,South,Virginia,Veteran Method,Firearms,125,69.1
2009,South,Virginia,Veteran Method,Other suicide,14,7.7
2009,South,West Virginia,Veteran Method,Other and low-count methods,50,100
2009,West,All,Veteran Method,Suffocation,240,13.9
2009,West,All,Veteran Method,Poisoning,240,13.9
2009,West,All,Veteran Method,Firearms,"1,141",66.2
2009,West,All,Veteran Method,Other suicide,102,5.9
2009,West,Alaska,Veteran Method,Firearms,20,66.7
2009,West,Alaska,Veteran Method,Other and low-count methods,10,33.3
2009,West,Arizona,Veteran Method,Poisoning,23,11.2
2009,West,Arizona,Veteran Method,Firearms,162,78.6
2009,West,Arizona,Veteran Method,Other and low-count methods,21,10.2
2009,West,California,Veteran Method,Suffocation,91,15.4
2009,West,California,Veteran Method,Poisoning,96,16.3
2009,West,California,Veteran Method,Firearms,346,58.7
2009,West,California,Veteran Method,Other suicide,56,9.5
2009,West,Colorado,Veteran Method,Suffocation,28,15.8
2009,West,Colorado,Veteran Method,Firearms,116,65.5
2009,West,Colorado,Veteran Method,Other and low-count methods,33,18.6
2009,West,Hawaii,Veteran Method,Suffocation,11,50
2009,West,Hawaii,Veteran Method,Other and low-count methods,11,50
2009,West,Idaho,Veteran Method,Suffocation,10,16.4
2009,West,Idaho,Veteran Method,Firearms,40,65.6
2009,West,Idaho,Veteran Method,Other and low-count methods,11,18
2009,West,Montana,Veteran Method,Other and low-count methods,51,100
2009,West,Nevada,Veteran Method,Suffocation,17,16.7
2009,West,Nevada,Veteran Method,Firearms,72,70.6
2009,West,Nevada,Veteran Method,Other and low-count methods,13,12.7
2009,West,New Mexico,Veteran Method,Firearms,59,74.7
2009,West,New Mexico,Veteran Method,Other and low-count methods,20,25.3
2009,West,Oregon,Veteran Method,Suffocation,16,13.2
2009,West,Oregon,Veteran Method,Firearms,88,72.7
2009,West,Oregon,Veteran Method,Other and low-count methods,17,14
2009,West,Utah,Veteran Method,Poisoning,12,18.5
2009,West,Utah,Veteran Method,Firearms,41,63.1
2009,West,Utah,Veteran Method,Other and low-count methods,12,18.5
2009,West,Washington,Veteran Method,Suffocation,22,11.1
2009,West,Washington,Veteran Method,Poisoning,26,13.1
2009,West,Washington,Veteran Method,Firearms,133,67.2
2009,West,Washington,Veteran Method,Other suicide,17,8.6
2009,West,Wyoming,Veteran Method,Other and low-count methods,22,100
2009,Northeast,All,General Adult Population Method,Suffocation,"1,520",31.2
2009,Northeast,All,General Adult Population Method,Poisoning,946,19.4
2009,Northeast,All,General Adult Population Method,Firearms,"1,848",37.9
2009,Northeast,All,General Adult Population Method,Other suicide,561,11.5
2009,Northeast,Connecticut,General Adult Population Method,Suffocation,116,37.4
2009,Northeast,Connecticut,General Adult Population Method,Poisoning,74,23.9
2009,Northeast,Connecticut,General Adult Population Method,Firearms,93,30
2009,Northeast,Connecticut,General Adult Population Method,Other suicide,27,8.7
2009,Northeast,Maine,General Adult Population Method,Poisoning,45,23.3
2009,Northeast,Maine,General Adult Population Method,Firearms,103,53.4
2009,Northeast,Maine,General Adult Population Method,Other and low-count methods,45,23.3
2009,Northeast,Massachusetts,General Adult Population Method,Suffocation,255,48.9
2009,Northeast,Massachusetts,General Adult Population Method,Poisoning,118,22.6
2009,Northeast,Massachusetts,General Adult Population Method,Firearms,88,16.9
