Year,region,state,age,vet_deaths,vet_rate,pop_deaths,pop_rate
2006,West,Idaho,18–34,<10,—,61,17.5
2006,West,Idaho,35–54,15,37.5*,92,23.3
2006,West,Idaho,55–74,11,20.4*,39,16.1
2006,West,Idaho,75,<10,—,18,22.5*
2006,West,Montana,Total,49,46.7,184,25.5
2006,West,Montana,18–34,<10,—,55,26.9
2006,West,Montana,35–54,10–20,—,68,25
2006,West,Montana,55–74,15,32.6*,38,20.8
2006,West,Montana,75,16,84.2*,23,36.3
2006,West,Nevada,Total,102,44.2,471,25.4
2006,West,Nevada,18–34,<10,—,114,19.5
2006,West,Nevada,35–54,39,55.7,188,26.1
2006,West,Nevada,55–74,29,28.7,123,28.5
2006,West,Nevada,75,20–30,—,46,38.9
2006,West,New Mexico,Total,61,34.5,332,23.1
2006,West,New Mexico,18–34,<10,—,111,24.3
2006,West,New Mexico,35–54,17,30.4*,128,24.2
2006,West,New Mexico,55–74,24,33.3,66,19.5
2006,West,New Mexico,75,10–20,—,27,23.7
2006,West,Oregon,Total,122,34.4,571,20.1
2006,West,Oregon,18–34,10,34.5*,142,16.6
2006,West,Oregon,35–54,43,41.7,244,22.8
2006,West,Oregon,55–74,36,24,119,17.6
2006,West,Oregon,75,33,45.2,66,27.8
2006,West,Utah,Total,47,31.1,351,20
2006,West,Utah,18–34,<10,—,117,16.2
2006,West,Utah,35–54,16,37.2*,147,24.3
2006,West,Utah,55–74,15,25.4*,62,19.5
2006,West,Utah,75,10–20,—,25,23.5
2006,West,Washington,Total,139,21.9,790,16.4
2006,West,Washington,18–34,<10,—,215,14.6
2006,West,Washington,35–54,66,31,332,17.4
2006,West,Washington,55–74,47,18.3,173,15.9
2006,West,Washington,75,20–30,—,70,19.6
2006,West,Wyoming,Total,20,38.5,111,28.4
2006,West,Wyoming,18–34,<10,—,31,26.4
2006,West,Wyoming,35–54,<10,—,46,30.9
2006,West,Wyoming,55–74,<10,—,20,21.1
2006,West,Wyoming,75,<10,—,14,48.3*
2007, ,Total U.S.,Total,6174,26.2,33754,14.9
2007, ,Total U.S.,18–34,560,26.1,8764,12.7
2007, ,Total U.S.,35–54,2095,29.1,14500,16.7
2007, ,Total U.S.,55–74,2093,22.4,7513,14.4
2007, ,Total U.S.,75,1426,29.1,2977,16.1
2007,Northeast,All,Total,726,19.4,4647,11
2007,Northeast,All,18–34,43,16.7,1140,9.5
2007,Northeast,All,35–54,249,25.2,2039,12.4
2007,Northeast,All,55–74,254,16.5,1061,10.7
2007,Northeast,All,75,180,18.8,407,10.7
2007,Northeast,Connecticut,Total,35,13.6,266,9.9
2007,Northeast,Connecticut,18–34,<10,—,60,8.3
2007,Northeast,Connecticut,35–54,10,14.9*,123,11.4
2007,Northeast,Connecticut,55–74,14,13.3*,60,9.5
2007,Northeast,Connecticut,75,<10,—,23,9.5
2007,Northeast,Maine,Total,40,28.2,188,18.2
2007,Northeast,Maine,18–34,<10,—,52,20
2007,Northeast,Maine,35–54,<10,—,69,17
2007,Northeast,Maine,55–74,21,35,46,16.9
2007,Northeast,Maine,75,<10,—,21,22
2007,Northeast,Massachusetts,Total,71,15.8,505,10.1
2007,Northeast,Massachusetts,18–34,<10,—,123,8.4
2007,Northeast,Massachusetts,35–54,19,16.4*,230,11.7
2007,Northeast,Massachusetts,55–74,27,14.8,118,10.3
2007,Northeast,Massachusetts,75,10–20,—,34,7.6
2007,Northeast,New Hampshire,Total,41,33.6,154,15.2
2007,Northeast,New Hampshire,18–34,<10,—,28,10.4
2007,Northeast,New Hampshire,35–54,15,39.5*,73,17.3
2007,Northeast,New Hampshire,55–74,19,35.2*,41,16.8
2007,Northeast,New Hampshire,75,<10,—,12,15.0*
2007,Northeast,New Jersey,Total,76,14.8,583,8.8
2007,Northeast,New Jersey,18–34,<10,—,155,8.5
2007,Northeast,New Jersey,35–54,24,19.5,256,9.5
2007,Northeast,New Jersey,55–74,26,12,120,7.8
2007,Northeast,New Jersey,75,20–30,—,52,9.3
2007,Northeast,New York,Total,176,16.4,1367,9.2
2007,Northeast,New York,18–34,<10,—,336,7.5
2007,Northeast,New York,35–54,71,24.6,583,10.2
2007,Northeast,New York,55–74,51,11.8,321,9.4
2007,Northeast,New York,75,40–50,—,127,10.1
2007,Northeast,Pennsylvania,Total,252,23.9,1405,14.6
2007,Northeast,Pennsylvania,18–34,18,24.7*,343,13
2007,Northeast,Pennsylvania,35–54,89,32.5,625,17.1
2007,Northeast,Pennsylvania,55–74,83,19.1,309,13.1
2007,Northeast,Pennsylvania,75,62,22.6,128,12.9
2007,Northeast,Rhode Island,Total,20,24.7,95,11.6
2007,Northeast,Rhode Island,18–34,<10,—,20–30,—
2007,Northeast,Rhode Island,35–54,<10,—,47,15.1
2007,Northeast,Rhode Island,55–74,<10,—,23,12.2
2007,Northeast,Rhode Island,75,<10,—,<10,—
2007,Northeast,Vermont,Total,15,30.6*,84,17.2
2007,Northeast,Vermont,18–34,<10,—,20–30,—
2007,Northeast,Vermont,35–54,<10,—,33,17.3
2007,Northeast,Vermont,55–74,<10,—,23,18.3
2007,Northeast,Vermont,75,<10,—,<10,—
2007,Midwest,All,Total,1340,25.2,7285,14.5
2007,Midwest,All,18–34,117,26.4,1986,13.2
2007,Midwest,All,35–54,467,29.7,3203,16.7
2007,Midwest,All,55–74,447,20.6,1497,12.9
2007,Midwest,All,75,309,27.4,599,14.1
2007,Midwest,Illinois,Total,163,19.7,1082,11.2
2007,Midwest,Illinois,18–34,20,28.6,310,10.2
2007,Midwest,Illinois,35–54,45,19.8,457,12.3
2007,Midwest,Illinois,55–74,47,14,209,9.9
2007,Midwest,Illinois,75,51,26.2,106,13.9
2007,Midwest,Indiana,Total,143,28.1,767,16.1
2007,Midwest,Indiana,18–34,18,45.0*,217,15
2007,Midwest,Indiana,35–54,54,32.7,336,18.4
2007,Midwest,Indiana,55–74,43,20.9,161,14.7
2007,Midwest,Indiana,75,28,28.6,53,13.8
2007,Midwest,Iowa,Total,63,24.4,309,13.6
2007,Midwest,Iowa,18–34,<10,—,76,11.4
2007,Midwest,Iowa,35–54,24,33.3,140,16.8
2007,Midwest,Iowa,55–74,22,21.4,65,12
2007,Midwest,Iowa,75,10–20,—,28,12.1
2007,Midwest,Kansas,Total,76,31.3,368,17.8
2007,Midwest,Kansas,18–34,<10,—,93,14.6
2007,Midwest,Kansas,35–54,32,43.8,169,21.8
2007,Midwest,Kansas,55–74,10–20,—,73,15.5
2007,Midwest,Kansas,75,25,53.2,33,18
2007,Midwest,Michigan,Total,202,25.8,1099,14.4
2007,Midwest,Michigan,18–34,16,28.6*,270,12.1
2007,Midwest,Michigan,35–54,62,26.5,514,17.3
2007,Midwest,Michigan,55–74,76,23.3,226,12.6
2007,Midwest,Michigan,75,48,28.7,89,14.2
2007,Midwest,Minnesota,Total,107,25.8,549,14
2007,Midwest,Minnesota,18–34,<10,—,155,13.1
2007,Midwest,Minnesota,35–54,33,28.2,239,15.4
2007,Midwest,Minnesota,55–74,44,24.6,116,13.2
2007,Midwest,Minnesota,75,20–30,—,39,12.2
2007,Midwest,Missouri,Total,136,25.3,786,17.7
2007,Midwest,Missouri,18–34,10,21.3*,206,15.7
2007,Midwest,Missouri,35–54,49,30.4,349,20.8
2007,Midwest,Missouri,55–74,50,22.9,159,15
2007,Midwest,Missouri,75,27,24.3,72,18.7
2007,Midwest,Nebraska,Total,30,19.7,169,12.8
2007,Midwest,Nebraska,18–34,<10,—,43,10.5
2007,Midwest,Nebraska,35–54,<10,—,72,14.7
2007,Midwest,Nebraska,55–74,12,20.7*,35,11.6
2007,Midwest,Nebraska,75,<10,—,19,15.6*
2007,Midwest,North Dakota,Total,23,39.7,92,18.7
2007,Midwest,North Dakota,18–34,<10,—,34,21.7
2007,Midwest,North Dakota,35–54,<10,—,30,17.5
2007,Midwest,North Dakota,55–74,11,50.0*,17,15.1*
2007,Midwest,North Dakota,75,<10,—,11,21.9*
2007,Midwest,Ohio,Total,265,26.8,1257,14.4
2007,Midwest,Ohio,18–34,21,25.3,338,13.4
2007,Midwest,Ohio,35–54,105,34.3,546,16.4
2007,Midwest,Ohio,55–74,83,20.9,277,13.3
2007,Midwest,Ohio,75,56,27.6,96,12.6
2007,Midwest,South Dakota,Total,19,23.8*,96,16.1
2007,Midwest,South Dakota,18–34,<10,—,41,22.7
2007,Midwest,South Dakota,35–54,<10,—,27,12.5
2007,Midwest,South Dakota,55–74,<10,—,20–30,—
2007,Midwest,South Dakota,75,<10,—,<10,—
2007,Midwest,Wisconsin,Total,113,24.5,711,16.6
2007,Midwest,Wisconsin,18–34,11,30.6*,203,16.2
2007,Midwest,Wisconsin,35–54,45,34.4,324,19.5
2007,Midwest,Wisconsin,55–74,36,18.6,138,14
2007,Midwest,Wisconsin,75,21,20.8,46,12.3
2007,South,Alabama,Total,105,24.8,581,16.7
2007,South,Alabama,18–34,19,45.2*,164,15.8
2007,South,Alabama,35–54,23,16.3,223,17.1
2007,South,Alabama,55–74,41,24.8,145,16.8
2007,South,Alabama,75,22,28.9,49,17
2007,South,All,Total,2525,26.9,13097,15.9
2007,South,All,18–34,258,26.5,3379,13.4
2007,South,All,35–54,844,27.3,5590,17.8
2007,South,All,55–74,858,24,2982,15.5
2007,South,All,75,565,32,1146,17.4
2007,South,Arkansas,Total,79,29.4,393,18.5
2007,South,Arkansas,18–34,<10,—,102,16.1
2007,South,Arkansas,35–54,29,35.4,178,23
2007,South,Arkansas,55–74,25,23.4,80,15.1
2007,South,Arkansas,75,10–20,—,33,17.5
2007,South,Delaware,Total,11,14.3*,94,14.3
2007,South,Delaware,18–34,<10,—,10–20,—
2007,South,Delaware,35–54,<10,—,52,20.7
2007,South,Delaware,55–74,<10,—,18,11.2*
2007,South,Delaware,75,<10,—,<10,—
2007,South,District of Columbia,Total,<10,—,35,7.5
2007,South,District of Columbia,18–34,<10,—,<10,—
2007,South,District of Columbia,35–54,<10,—,12,7.5*
2007,South,District of Columbia,55–74,<10,—,13,13.4*
2007,South,District of Columbia,75,<10,—,<10,—
2007,South,Florida,Total,542,30.8,2556,18.1
2007,South,Florida,18–34,36,25.9,521,13.6
2007,South,Florida,35–54,181,35.7,1058,20.6
2007,South,Florida,55–74,170,26.1,664,18.5
2007,South,Florida,75,155,33.6,313,19.4
2007,South,Georgia,Total,199,27.1,980,14.1
2007,South,Georgia,18–34,19,24.4*,236,10.5
2007,South,Georgia,35–54,70,25.3,439,15.6
2007,South,Georgia,55–74,71,25.5,228,15.2
2007,South,Georgia,75,39,39,77,18.6
2007,South,Kentucky,Total,126,36.1,631,19.6
2007,South,Kentucky,18–34,15,46.9*,185,19.3
2007,South,Kentucky,35–54,46,40.4,277,22.6
2007,South,Kentucky,55–74,44,31.9,124,15.8
2007,South,Kentucky,75,21,32.3,45,18.1
2007,South,Louisiana,Total,83,24,505,15.8
2007,South,Louisiana,18–34,14,31.1*,175,17.2
2007,South,Louisiana,35–54,20,18.2,205,17.1
2007,South,Louisiana,55–74,32,24.8,100,13.5
2007,South,Louisiana,75,17,27.4*,25,10.2
2007,South,Maryland,Total,91,19.4,502,11.9
2007,South,Maryland,18–34,<10,—,143,11.5
2007,South,Maryland,35–54,36,21.8,218,12.8
2007,South,Maryland,55–74,29,16.7,103,10.6
2007,South,Maryland,75,10–20,—,38,12.2
2007,South,Mississippi,Total,75,33,382,17.8
2007,South,Mississippi,18–34,11,42.3*,111,16.5
2007,South,Mississippi,35–54,21,27.3,151,19.1
2007,South,Mississippi,55–74,30,34.5,93,18.3
2007,South,Mississippi,75,13,35.1*,27,16.1
2007,South,North Carolina,Total,195,24.8,1051,15.5
2007,South,North Carolina,18–34,22,25,253,12.6
2007,South,North Carolina,35–54,68,25.3,450,17.1
2007,South,North Carolina,55–74,73,24.5,265,16.4
2007,South,North Carolina,75,32,24.6,83,16.4
2007,South,Oklahoma,Total,103,29.7,515,19.1
2007,South,Oklahoma,18–34,<10,—,136,16.2
2007,South,Oklahoma,35–54,36,34,232,23.7
2007,South,Oklahoma,55–74,20–30,—,89,13.7
2007,South,Oklahoma,75,30,47.6,58,25.7
2007,South,South Carolina,Total,111,26.6,524,15.8
2007,South,South Carolina,18–34,<10,—,135,13.9
2007,South,South Carolina,35–54,42,30.7,228,18.3
2007,South,South Carolina,55–74,40,24.2,124,14.9
2007,South,South Carolina,75,20–30,—,37,14.2
2007,South,Tennessee,Total,155,29.2,830,17.8
2007,South,Tennessee,18–34,13,27.7*,201,14.5
2007,South,Tennessee,35–54,46,26.7,357,20
2007,South,Tennessee,55–74,60,27.5,204,17.8
2007,South,Tennessee,75,36,38.7,68,18.9
2007,South,Texas,Total,402,23.7,2357,13.7
2007,South,Texas,18–34,53,26.2,713,12.2
2007,South,Texas,35–54,140,25.1,995,14.9
2007,South,Texas,55–74,127,19.8,478,13.5
2007,South,Texas,75,82,27.9,171,15.4
2007,South,Virginia,Total,178,23.1,862,14.9
2007,South,Virginia,18–34,17,17.7*,203,11.8
2007,South,Virginia,35–54,59,20.6,390,17
2007,South,Virginia,55–74,59,21.7,186,13.8
2007,South,Virginia,75,43,37.7,83,20
2007,South,West Virginia,Total,65,37.6,299,21
2007,South,West Virginia,18–34,<10,—,78,20.2
2007,South,West Virginia,35–54,21,43.8,125,23.9
2007,South,West Virginia,55–74,21,29.2,68,17.9
2007,South,West Virginia,75,10–20,—,28,20.7
2007,West,Alaska,Total,27,37.5,140,28.9
2007,West,Alaska,18–34,<10,—,57,35.3
2007,West,Alaska,35–54,11,39.3*,55,27
2007,West,Alaska,55–74,<10,—,20–30,—
2007,West,Alaska,75,<10,—,<10,—
2007,West,All,Total,1583,30.8,8725,16.8
2007,West,All,18–34,142,30,2259,13.4
2007,West,All,35–54,535,34.6,3668,18.4
2007,West,All,55–74,534,25.7,1973,17.4
2007,West,All,75,372,35.5,825,21.6
2007,West,Arizona,Total,194,35.9,991,21.3
2007,West,Arizona,18–34,23,53.5,302,20.2
2007,West,Arizona,35–54,62,42.8,387,23
2007,West,Arizona,55–74,67,29.8,224,20.8
2007,West,Arizona,75,42,32.8,78,19.6
2007,West,California,Total,517,24.3,3532,13.1
2007,West,California,18–34,40,20.6,836,9.4
2007,West,California,35–54,174,28.1,1520,14.4
2007,West,California,55–74,173,20.6,816,14.5
2007,West,California,75,130,27.3,360,18.4
2007,West,Colorado,Total,160,37.8,783,21.5
2007,West,Colorado,18–34,10,25.0*,201,17.2
2007,West,Colorado,35–54,67,45.6,362,24.8
2007,West,Colorado,55–74,52,31,159,20.2
2007,West,Colorado,75,31,45.6,61,26.8
2007,West,Hawaii,Total,21,16.2,130,13.5
2007,West,Hawaii,18–34,<10,—,35,12.8
2007,West,Hawaii,35–54,<10,—,50,14.1
2007,West,Hawaii,55–74,<10,—,30,12.7
2007,West,Hawaii,75,<10,—,15,15.5*
2007,West,Idaho,Total,42,32.8,215,19.8
2007,West,Idaho,18–34,<10,—,73,20.7
2007,West,Idaho,35–54,15,36.6*,80,20
2007,West,Idaho,55–74,17,34.7*,47,18.6
2007,West,Idaho,75,<10,—,15,18.1*
2007,West,Montana,Total,48,45.7,190,25.8
2007,West,Montana,18–34,<10,—,42,19.9
2007,West,Montana,35–54,10–20,—,77,28.4
2007,West,Montana,55–74,14,29.8*,43,22.8
2007,West,Montana,75,19,105.6*,28,43.6
2007,West,Nevada,Total,95,40.9,455,24
2007,West,Nevada,18–34,<10,—,87,14.9
2007,West,Nevada,35–54,27,37.5,189,25.7
2007,West,Nevada,55–74,43,44.3,137,30.5
2007,West,Nevada,75,10–20,—,42,34.7
2007,West,New Mexico,Total,88,49.4,385,26.3
2007,West,New Mexico,18–34,12,75.0*,108,23.6
2007,West,New Mexico,35–54,30,52.6,168,31.2
2007,West,New Mexico,55–74,28,39.4,79,22.6
2007,West,New Mexico,75,18,52.9*,30,25.4
2007,West,Oregon,Total,135,38.5,585,20.3
2007,West,Oregon,18–34,<10,—,139,16.2
2007,West,Oregon,35–54,44,44,235,21.8
2007,West,Oregon,55–74,45,29.4,145,20.4
2007,West,Oregon,75,30–40,—,66,27.8
2007,West,Utah,Total,56,34.1,368,20.2
2007,West,Utah,18–34,10–20,—,138,18.3
2007,West,Utah,35–54,21,48.8,146,23.5
2007,West,Utah,55–74,19,27.1*,66,19.6
2007,West,Utah,75,<10,—,18,16.6*
2007,West,Washington,Total,176,27.6,851,17.4
2007,West,Washington,18–34,17,27.9*,208,14.2
2007,West,Washington,35–54,60,28.8,361,18.8
2007,West,Washington,55–74,53,20.7,186,16.3
2007,West,Washington,75,46,40.7,96,26.5
2007,West,Wyoming,Total,24,49,100,25.4
2007,West,Wyoming,18–34,<10,—,33,27.5
2007,West,Wyoming,35–54,<10,—,38,25.8
2007,West,Wyoming,55–74,<10,—,20–30,—
2007,West,Wyoming,75,<10,—,<10,—
2008, ,Total U.S.,Total,6489,27.9,35045,15.3
2008, ,Total U.S.,18–34,604,28.4,8835,12.7
2008, ,Total U.S.,35–54,2148,30.7,14990,17.3
2008, ,Total U.S.,55–74,2297,24.9,8261,15.3
2008, ,Total U.S.,75,1440,29.1,2959,15.9
2008,Northeast,All,Total,814,22.3,4837,11.4
2008,Northeast,All,18–34,65,25.4,1101,9.1
2008,Northeast,All,35–54,296,30.9,2227,13.6
2008,Northeast,All,55–74,273,18.2,1118,11
2008,Northeast,All,75,180,19,391,10.3
2008,Northeast,Connecticut,Total,41,17.3,305,11.4
2008,Northeast,Connecticut,18–34,<10,—,71,9.8
2008,Northeast,Connecticut,35–54,10–20,—,137,12.8
2008,Northeast,Connecticut,55–74,14,14.7*,71,11
2008,Northeast,Connecticut,75,13,21.7*,26,10.8
2008,Northeast,Maine,Total,37,26.8,178,17.1
2008,Northeast,Maine,18–34,<10,—,36,13.9
2008,Northeast,Maine,35–54,15,36.6*,82,20.4
2008,Northeast,Maine,55–74,<10,—,40,14.3
2008,Northeast,Maine,75,10,32.3*,20,20.5
2008,Northeast,Massachusetts,Total,71,16.3,495,9.8
2008,Northeast,Massachusetts,18–34,<10,—,95,6.4
2008,Northeast,Massachusetts,35–54,30,26.8,260,13.3
2008,Northeast,Massachusetts,55–74,10–20,—,109,9.2
2008,Northeast,Massachusetts,75,20,16.9,31,7.1
2008,Northeast,New Hampshire,Total,34,29.3,174,17
2008,Northeast,New Hampshire,18–34,<10,—,33,12.3
2008,Northeast,New Hampshire,35–54,11,29.7*,90,21.5
2008,Northeast,New Hampshire,55–74,14,29.8*,39,15.3
2008,Northeast,New Hampshire,75,<10,—,12,14.9*
2008,Northeast,New Jersey,Total,86,17.3,601,9.1
2008,Northeast,New Jersey,18–34,<10,—,138,7.6
2008,Northeast,New Jersey,35–54,29,24.4,264,9.9
2008,Northeast,New Jersey,55–74,33,16,141,9
2008,Northeast,New Jersey,75,10–20,—,58,10.3
2008,Northeast,New York,Total,211,19.9,1378,9.2
2008,Northeast,New York,18–34,18,23.1*,321,7.1
2008,Northeast,New York,35–54,79,28.5,614,10.7
2008,Northeast,New York,55–74,67,15.5,329,9.3
2008,Northeast,New York,75,47,17,114,9
2008,Northeast,Pennsylvania,Total,297,28.6,1508,15.6
2008,Northeast,Pennsylvania,18–34,27,37,371,14
2008,Northeast,Pennsylvania,35–54,102,37.9,674,18.6
2008,Northeast,Pennsylvania,55–74,110,25.6,343,14.2
2008,Northeast,Pennsylvania,75,58,21.7,120,12.2
2008,Northeast,Rhode Island,Total,17,20.7*,107,13.1
2008,Northeast,Rhode Island,18–34,<10,—,10–20,—
2008,Northeast,Rhode Island,35–54,<10,—,62,20.1
2008,Northeast,Rhode Island,55–74,<10,—,23,11.9
2008,Northeast,Rhode Island,75,<10,—,<10,—
2008,Northeast,Vermont,Total,20,37,91,18.5
2008,Northeast,Vermont,18–34,<10,—,10–20,—
2008,Northeast,Vermont,35–54,<10,—,44,23.4
2008,Northeast,Vermont,55–74,<10,—,23,17.7
2008,Northeast,Vermont,75,<10,—,<10,—
2008,Midwest,All,Total,1367,26.3,7564,15
2008,Midwest,All,18–34,137,31.4,2045,13.5
2008,Midwest,All,35–54,472,31,3314,17.4
2008,Midwest,All,55–74,468,22.3,1662,13.9
2008,Midwest,All,75,290,25.6,543,12.7
2008,Midwest,Illinois,Total,194,24.1,1159,11.9
2008,Midwest,Illinois,18–34,14,20.0*,281,9.2
2008,Midwest,Illinois,35–54,68,30.8,506,13.7
2008,Midwest,Illinois,55–74,72,22,294,13.5
2008,Midwest,Illinois,75,40,21.4,78,10.3
2008,Midwest,Indiana,Total,176,34.9,777,16.2
2008,Midwest,Indiana,18–34,12,30.0*,193,13.3
2008,Midwest,Indiana,35–54,50,30.9,329,18.2
2008,Midwest,Indiana,55–74,70,35.2,183,16.1
2008,Midwest,Indiana,75,44,42.7,72,18.5
2008,Midwest,Iowa,Total,64,25.8,370,16.2
2008,Midwest,Iowa,18–34,<10,—,104,15.4
2008,Midwest,Iowa,35–54,26,38.2,160,19.4
2008,Midwest,Iowa,55–74,17,17.0*,79,14.1
2008,Midwest,Iowa,75,10–20,—,27,11.7
2008,Midwest,Kansas,Total,55,23.3,327,15.7
2008,Midwest,Kansas,18–34,<10,—,115,17.8
2008,Midwest,Kansas,35–54,22,31,125,16.3
2008,Midwest,Kansas,55–74,16,18.0*,63,13
2008,Midwest,Kansas,75,10–20,—,24,12.9
2008,Midwest,Michigan,Total,191,25.2,1141,15
2008,Midwest,Michigan,18–34,20,37,294,13.3
2008,Midwest,Michigan,35–54,77,34.7,533,18.2
2008,Midwest,Michigan,55–74,56,17.9,234,12.6
2008,Midwest,Michigan,75,38,22.5,80,12.9
2008,Midwest,Minnesota,Total,100,25.1,578,14.6
2008,Midwest,Minnesota,18–34,12,37.5*,160,13.3
2008,Midwest,Minnesota,35–54,29,25.9,261,17
2008,Midwest,Minnesota,55–74,31,18.6,110,12.1
2008,Midwest,Minnesota,75,28,31.8,47,14.7
2008,Midwest,Missouri,Total,143,26.8,755,16.9
2008,Midwest,Missouri,18–34,17,37.0*,216,16.3
2008,Midwest,Missouri,35–54,45,28.8,321,19.3
2008,Midwest,Missouri,55–74,48,22,152,13.9
2008,Midwest,Missouri,75,33,29.2,66,17
2008,Midwest,Nebraska,Total,35,23.2,180,13.5
2008,Midwest,Nebraska,18–34,<10,—,58,14
2008,Midwest,Nebraska,35–54,15,33.3*,76,15.8
2008,Midwest,Nebraska,55–74,13,22.4*,30–40,—
2008,Midwest,Nebraska,75,<10,—,<10,—
2008,Midwest,North Dakota,Total,10,16.9*,83,16.8
2008,Midwest,North Dakota,18–34,<10,—,28,17.4
2008,Midwest,North Dakota,35–54,<10,—,32,19.3
2008,Midwest,North Dakota,55–74,<10,—,20–30,—
2008,Midwest,North Dakota,75,<10,—,<10,—
2008,Midwest,Ohio,Total,248,25.5,1351,15.5
2008,Midwest,Ohio,18–34,29,36.7,367,14.5
2008,Midwest,Ohio,35–54,86,29.2,606,18.3
2008,Midwest,Ohio,55–74,85,21.7,291,13.6
2008,Midwest,Ohio,75,48,23.1,87,11.4
2008,Midwest,South Dakota,Total,17,22.7*,113,18.8
2008,Midwest,South Dakota,18–34,<10,—,43,24.1
2008,Midwest,South Dakota,35–54,<10,—,43,20
2008,Midwest,South Dakota,55–74,<10,—,20–30,—
2008,Midwest,South Dakota,75,<10,—,<10,—
2008,Midwest,Wisconsin,Total,134,29.6,730,16.9
2008,Midwest,Wisconsin,18–34,12,33.3*,186,14.7
2008,Midwest,Wisconsin,35–54,47,37,322,19.6
2008,Midwest,Wisconsin,55–74,49,25.4,176,17.2
2008,Midwest,Wisconsin,75,26,26.8,46,12.4
2008,South,Alabama,Total,116,27.3,596,16.9
2008,South,Alabama,18–34,14,33.3*,176,16.8
2008,South,Alabama,35–54,38,27.3,241,18.7
2008,South,Alabama,55–74,46,27.7,139,15.7
2008,South,Alabama,75,18,23.1*,40,13.6
2008,South,All,Total,2604,27.8,13681,16.4
2008,South,All,18–34,274,28.5,3500,13.8
2008,South,All,35–54,808,26.6,5711,18.1
2008,South,All,55–74,938,26.3,3274,16.4
2008,South,All,75,584,32.4,1196,17.9
2008,South,Arkansas,Total,85,32.3,437,20.4
2008,South,Arkansas,18–34,17,65.4*,136,21.2
2008,South,Arkansas,35–54,19,23.8*,168,21.8
2008,South,Arkansas,55–74,28,26.7,94,17.2
2008,South,Arkansas,75,21,40.4,39,20.7
2008,South,Delaware,Total,16,19.3*,108,16.3
2008,South,Delaware,18–34,<10,—,29,15.4
2008,South,Delaware,35–54,<10,—,50,20.1
2008,South,Delaware,55–74,<10,—,20–30,—
2008,South,Delaware,75,<10,—,<10,—
2008,South,District of Columbia,Total,<10,—,42,8.8
2008,South,District of Columbia,18–34,<10,—,10–20,—
2008,South,District of Columbia,35–54,<10,—,16,9.9*
2008,South,District of Columbia,55–74,<10,—,12,12.0*
2008,South,District of Columbia,75,<10,—,<10,—
2008,South,Florida,Total,553,31.9,2701,18.9
2008,South,Florida,18–34,57,41.9,531,13.8
2008,South,Florida,35–54,141,28.2,1115,21.9
2008,South,Florida,55–74,206,32.5,729,19.8
2008,South,Florida,75,149,32.1,326,19.9
2008,South,Georgia,Total,185,25.2,958,13.5
2008,South,Georgia,18–34,15,19.5*,252,11.2
2008,South,Georgia,35–54,66,24.1,398,14
2008,South,Georgia,55–74,66,24,231,14.7
2008,South,Georgia,75,38,35.5,77,18.4
2008,South,Kentucky,Total,114,32.5,591,18.2
2008,South,Kentucky,18–34,<10,—,131,13.9
2008,South,Kentucky,35–54,36,32.4,268,21.8
2008,South,Kentucky,55–74,39,27.7,132,16.3
2008,South,Kentucky,75,30–40,—,60,23.5
2008,South,Louisiana,Total,97,27.9,517,15.7
2008,South,Louisiana,18–34,16,34.8*,161,15.4
2008,South,Louisiana,35–54,26,24.1,209,17.2
2008,South,Louisiana,55–74,37,28.7,115,14.7
2008,South,Louisiana,75,18,27.7*,32,12.9
2008,South,Maryland,Total,92,20.1,494,11.6
2008,South,Maryland,18–34,10,23.3*,127,10.1
2008,South,Maryland,35–54,26,16.4,209,12.3
2008,South,Maryland,55–74,30,17.6,105,10.5
2008,South,Maryland,75,26,30.2,53,16.9
2008,South,Mississippi,Total,82,36.4,395,18.3
2008,South,Mississippi,18–34,<10,—,112,16.6
2008,South,Mississippi,35–54,24,32,144,18.2
2008,South,Mississippi,55–74,28,34.1,104,19.9
2008,South,Mississippi,75,20–30,—,35,20.8
2008,South,North Carolina,Total,203,25.6,1139,16.6
2008,South,North Carolina,18–34,18,21.2*,301,14.8
2008,South,North Carolina,35–54,65,24.5,491,18.5
2008,South,North Carolina,55–74,70,22.8,250,14.9
2008,South,North Carolina,75,50,37,97,18.8
2008,South,Oklahoma,Total,119,34.8,557,20.5
2008,South,Oklahoma,18–34,16,41.0*,154,18.2
2008,South,Oklahoma,35–54,42,40.8,241,24.8
2008,South,Oklahoma,55–74,35,25.5,118,17.7
2008,South,Oklahoma,75,26,41.3,44,19.2
2008,South,South Carolina,Total,105,25.2,548,16.2
2008,South,South Carolina,18–34,<10,—,141,14.3
2008,South,South Carolina,35–54,32,23.5,214,17.1
2008,South,South Carolina,55–74,47,28.3,153,17.5
2008,South,South Carolina,75,10–20,—,40,15
2008,South,Tennessee,Total,163,31.1,949,20.1
2008,South,Tennessee,18–34,16,33.3*,219,15.9
2008,South,Tennessee,35–54,60,35.5,415,23.3
2008,South,Tennessee,55–74,67,30.7,261,22
2008,South,Tennessee,75,20,22.5,54,14.6
2008,South,Texas,Total,448,26.5,2476,14.2
2008,South,Texas,18–34,40,19.7,715,12.1
2008,South,Texas,35–54,156,28.5,1041,15.4
2008,South,Texas,55–74,162,25.3,531,14.4
2008,South,Texas,75,90,30,189,16.7
2008,South,Virginia,Total,173,22.5,915,15.7
2008,South,Virginia,18–34,21,22.3,238,13.8
